380,0.3792826592
385,0.4113047128
390,0.4433384066
395,0.5763969653
400,0.7094555241
405,0.7537113757
410,0.7979788675
415,0.8155671347
420,0.8331670420
425,0.8118539267
430,0.7905291713
435,0.8934979413
440,0.9964550712
445,1.0685541626
450,1.1406532539
455,1.1550288396
460,1.1694044252
465,1.1662033839
470,1.1630023425
475,1.1794498750
480,1.1958974075
485,1.1687758571
490,1.1416426666
495,1.1567865023
500,1.1719303379
505,1.1720234591
510,1.1721049401
515,1.1679843269
520,1.1638637137
525,1.1884360711
530,1.2130200686
535,1.2007513501
540,1.1884826317
545,1.1935228168
550,1.1985630019
555,1.1812890188
560,1.1640150356
565,1.1478119463
570,1.1316088570
575,1.1347051370
580,1.1378130572
585,1.1010418222
590,1.0642822274
595,1.0816726120
600,1.0990513565
605,1.1032534508
610,1.1074439049
615,1.1020894357
620,1.0967349666
625,1.0747816430
630,1.0528283194
635,1.0637817009
640,1.0747350824
645,1.0545045011
650,1.0342739198
655,1.0427945098
660,1.0513034597
665,1.0724419728
670,1.0935921260
675,1.0703467457
680,1.0471013654
685,0.9872826328
690,0.9274522599
695,0.9458553376
700,0.9642700555
705,0.9759334862
710,0.9875969168
715,0.9025656185
720,0.8175459603
725,0.8703107618
730,0.9230755634
735,0.9562034313
740,0.9893312992
745,0.9130184735
750,0.8366940076
755,0.7256120528
760,0.6145184578
765,0.7491600769
770,0.8838016961
775,0.8598811871
780,0.8359723183
